Year,Month,Weekday,lag_1,lag_7,roll7,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,y,fecha
2014,9,7,93.61,29.515,59.24785714285714,1.34,2.0,2.0,19.5,6.0,0.0,6.0,0.0,36.84,2014-09-14
2014,9,1,36.84,50.66,60.294285714285714,1.34,3.0,5.4,28.2,9.0,0.0,1.0,0.0,47.94,2014-09-15
2014,9,2,47.94,62.08,59.90571428571428,4.0,2.68,0.0,59.3,13.0,0.0,0.0,0.0,78.97999999999999,2014-09-16
2014,9,3,78.97999999999999,61.98,62.32,2.34,6.0,4.0,39.6,11.0,2.0,19.0,4.0,87.94,2014-09-17
2014,9,4,87.94,62.540000000000006,66.02857142857142,3.0,2.02,1.0,44.0,7.0,0.0,0.0,1.0,58.02,2014-09-18
2014,9,5,58.02,54.35,65.38285714285715,2.0,4.34,7.8,23.0,8.0,0.0,22.0,0.0,67.14,2014-09-19
2014,9,6,67.14,93.61,67.21000000000001,4.34,1.855,4.5,20.6,14.0,1.0,2.0,0.0,48.295,2014-09-20
2014,9,7,48.295,36.84,60.73642857142857,1.0,3.02,6.0,12.4,7.0,0.0,0.0,3.0,32.42,2014-09-21
2014,9,1,32.42,47.94,60.105000000000004,3.34,4.0,5.5,34.2,10.0,1.0,0.0,2.0,60.040000000000006,2014-09-22
2014,9,2,60.040000000000006,78.97999999999999,61.83357142857143,3.0,3.34,5.5,26.0,10.0,0.0,1.0,2.0,50.84,2014-09-23
2014,9,3,50.84,87.94,57.81357142857143,6.0,3.34,1.4,24.7,14.0,0.0,0.0,0.0,49.44,2014-09-24
2014,9,4,49.44,58.02,52.31357142857143,4.68,6.34,8.2,49.15,15.0,1.0,1.0,5.0,90.37,2014-09-25
2014,9,5,90.37,67.14,56.935,4.0,3.68,3.5,38.0,22.0,2.0,0.0,1.0,74.18,2014-09-26
2014,9,6,74.18,48.295,57.940714285714286,4.0,2.0,6.0,46.3,18.0,0.0,0.0,4.0,80.3,2014-09-27
2014,9,7,80.3,32.42,62.51285714285715,0.34,2.68,1.0,21.2,6.0,0.0,0.0,2.0,33.22,2014-09-28
2014,9,1,33.22,60.040000000000006,62.62714285714286,7.0,3.68,2.3,29.8,12.0,0.0,10.0,4.0,68.78,2014-09-29
2014,9,2,68.78,50.84,63.87571428571429,10.0,5.34,4.0,61.3,10.0,2.0,22.0,2.0,116.64,2014-09-30
2014,10,3,116.64,49.44,73.2757142857143,2.34,0.0,2.4,44.0,15.0,0.0,11.0,2.0,76.74000000000001,2014-10-01
2014,10,4,76.74000000000001,90.37,77.17571428571429,2.0,4.99,5.0,23.9,11.0,0.0,2.0,1.0,49.89,2014-10-02
2014,10,5,49.89,74.18,71.39285714285714,4.33,1.34,5.9,44.14,12.0,0.0,11.0,2.0,80.71000000000001,2014-10-03
2014,10,6,80.71000000000001,80.3,72.32571428571428,4.68,7.766,8.0,49.9,12.0,1.0,25.0,0.0,108.346,2014-10-04
2014,10,7,108.346,33.22,76.33228571428572,2.0,3.34,3.0,19.0,1.0,0.0,0.0,3.0,31.34,2014-10-05
2014,10,1,31.34,68.78,76.06371428571428,5.34,1.365,2.4,69.875,13.0,1.0,0.0,1.0,93.98,2014-10-06
2014,10,2,93.98,116.64,79.66371428571429,3.0,4.34,2.2,41.7,17.0,1.0,5.0,0.0,74.24000000000001,2014-10-07
2014,10,3,74.24000000000001,76.74000000000001,73.60657142857144,3.68,6.0,7.0,50.0,17.0,0.0,0.0,2.0,85.68,2014-10-08
2014,10,4,85.68,49.89,74.88371428571429,1.0,4.69,6.0,48.2,10.0,2.0,5.0,0.0,76.89,2014-10-09
2014,10,5,76.89,80.71000000000001,78.74085714285715,4.34,2.68,9.0,28.8,24.0,3.0,6.0,0.5,78.32,2014-10-10
2014,10,6,78.32,108.346,78.39942857142857,3.34,3.68,5.0,35.9,15.0,0.0,0.0,5.0,67.92,2014-10-11
2014,10,7,67.92,31.34,72.62428571428572,3.0,0.33,1.5,22.5,7.0,0.0,5.0,2.0,41.33,2014-10-12
2014,10,1,41.33,93.98,74.05142857142857,1.68,4.0,6.2,31.9,11.0,0.0,1.0,2.0,57.78,2014-10-13
2014,10,2,57.78,74.24000000000001,68.88000000000001,3.0,5.41,4.8,31.8,7.0,0.0,11.0,0.0,63.010000000000005,2014-10-14
2014,10,3,63.010000000000005,85.68,67.27571428571429,1.33,6.35,3.5,23.7,14.0,1.0,2.0,4.0,55.88,2014-10-15
2014,10,4,55.88,76.89,63.01857142857143,6.775,3.5103125,2.9375,58.921875,9.0625,0.625,5.0,2.1875,89.0196875,2014-10-16
2014,10,5,89.0196875,78.32,64.75138392857143,3.0,2.34,3.4,42.0,22.0,3.0,0.0,2.0,77.74000000000001,2014-10-17
2014,10,6,77.74000000000001,67.92,64.66852678571429,4.0,6.0,5.5,21.4,24.0,0.0,3.0,2.0,65.9,2014-10-18
2014,10,7,65.9,41.33,64.37995535714286,3.33,3.0,2.0,13.9,9.0,0.0,6.0,1.0,38.23,2014-10-19
2014,10,1,38.23,57.78,63.93709821428571,3.34,5.66,7.3,35.4,25.0,2.0,0.0,1.0,79.7,2014-10-20
2014,10,2,79.7,63.010000000000005,67.0685267857143,2.34,4.34,6.4,14.3,11.0,0.0,20.0,1.0,59.38,2014-10-21
2014,10,3,59.38,55.88,66.54995535714286,3.33,2.0,2.6,20.9,7.0,0.0,2.0,1.0,38.83,2014-10-22
2014,10,4,38.83,89.0196875,64.11424107142858,1.34,4.33,0.0,32.2,7.0,1.0,0.0,0.0,45.870000000000005,2014-10-23
2014,10,5,45.870000000000005,77.74000000000001,57.95,3.67,2.67,6.3,49.4,18.0,0.0,5.0,1.0,86.03999999999999,2014-10-24
2014,10,6,86.03999999999999,65.9,59.13571428571429,2.33,5.14,1.0,31.0,21.0,0.0,2.0,5.0,67.47,2014-10-25
2014,10,7,67.47,38.23,59.36000000000001,3.34,1.0,1.6,30.4,6.0,0.0,1.0,1.0,44.34,2014-10-26
2014,10,1,44.34,79.7,60.23285714285714,8.34,4.55,4.0,25.3,17.0,1.0,3.0,0.0,63.19,2014-10-27
2014,10,2,63.19,59.38,57.87428571428571,4.0,3.48,10.0,40.4,23.0,0.0,0.0,2.0,82.88,2014-10-28
2014,10,3,82.88,38.83,61.23142857142857,5.0,1.0,6.6,41.0,20.0,2.0,27.0,1.0,103.6,2014-10-29
2014,10,4,103.6,45.870000000000005,70.48428571428572,0.0,1.0,5.0,20.3,11.0,1.0,2.0,0.0,40.3,2014-10-30
2014,10,5,40.3,86.03999999999999,69.68857142857142,2.0,2.45,4.0,31.0,16.0,0.0,0.0,2.0,57.45,2014-10-31
2014,11,6,57.45,67.47,65.60428571428571,2.33,2.34,3.5,43.8,22.0,0.0,7.0,1.0,81.97,2014-11-01
2014,11,7,81.97,44.34,67.67571428571429,4.0,0.0,1.0,2.0,3.5,0.0,0.0,1.0,11.5,2014-11-02
2014,11,1,11.5,63.19,62.98428571428571,7.0,4.33,1.0,27.8,19.0,0.0,5.0,1.0,65.13,2014-11-03
2014,11,2,65.13,82.88,63.261428571428574,6.33,1.0,5.2,26.5,15.0,0.0,0.0,1.0,55.03,2014-11-04
2014,11,3,55.03,103.6,59.28285714285715,0.0,1.68,4.0,27.0,19.0,3.0,1.0,0.0,55.68,2014-11-05
2014,11,4,55.68,40.3,52.43714285714286,6.0,2.34,5.2,23.4,23.0,1.0,0.0,0.0,60.94,2014-11-06
2014,11,5,60.94,57.45,55.385714285714286,6.0,10.34,5.5,15.8,32.0,1.0,0.0,1.0,71.64,2014-11-07
2014,11,6,71.64,81.97,57.41285714285714,12.0,7.02,6.0,34.4,24.0,0.0,17.0,2.2,102.62,2014-11-08
2014,11,7,102.62,11.5,60.36285714285714,3.34,4.34,2.9,23.0,20.0,0.0,2.0,1.0,56.58,2014-11-09
2014,11,1,56.58,65.13,66.80285714285714,1.0,5.32,3.3,24.3,13.0,0.0,7.0,1.0,54.92,2014-11-10
2014,11,2,54.92,55.03,65.34428571428572,8.0,4.0,2.0,23.0,18.0,0.0,8.0,2.0,65.0,2014-11-11
2014,11,3,65.0,55.68,66.76857142857143,3.0,5.0,4.0,25.0,16.0,0.0,3.0,0.0,56.0,2014-11-12
2014,11,4,56.0,60.94,66.81428571428572,8.0,2.0,5.0,33.2,10.0,0.0,0.0,2.2,60.400000000000006,2014-11-13
2014,11,5,60.400000000000006,71.64,66.73714285714286,5.34,0.0,6.0,29.4,20.0,1.0,2.0,3.0,66.74,2014-11-14
2014,11,6,66.74,102.62,66.03714285714285,4.33,5.34,5.0,23.6,20.0,2.0,2.0,2.0,64.27000000000001,2014-11-15
2014,11,7,64.27000000000001,56.58,60.55857142857143,2.0,2.68,6.0,18.6,13.0,1.0,0.0,0.0,43.28,2014-11-16
2014,11,1,43.28,54.92,58.65857142857143,9.0,5.01,5.5,23.0,23.0,1.0,10.0,0.2,76.71,2014-11-17
2014,11,2,76.71,65.0,61.771428571428565,2.67,2.0,5.0,19.3,10.5,1.0,0.0,1.0,41.47,2014-11-18
2014,11,3,41.47,56.0,58.410000000000004,1.34,3.67,10.0,32.0,17.0,0.0,10.0,4.0,78.00999999999999,2014-11-19
2014,11,4,78.00999999999999,60.400000000000006,61.55428571428571,4.0,7.0,5.0,18.8,13.0,0.0,8.0,0.0,55.8,2014-11-20
2014,11,5,55.8,66.74,60.89714285714286,1.34,1.34,3.0,22.4,16.0,0.0,2.0,1.0,47.08,2014-11-21
2014,11,6,47.08,64.27000000000001,58.08857142857143,6.0,2.34,3.0,23.7,15.0,1.0,8.0,1.4,60.44,2014-11-22
2014,11,7,60.44,43.28,57.54142857142857,4.0,3.68,6.0,22.3,11.0,0.0,0.0,1.1,48.080000000000005,2014-11-23
2014,11,1,48.080000000000005,76.71,58.22714285714285,4.0,3.0,6.0,30.6,19.0,1.0,1.0,2.1,66.69999999999999,2014-11-24
2014,11,2,66.69999999999999,41.47,56.797142857142866,5.36,1.68,2.0,19.2,18.0,0.0,2.0,3.0,51.24,2014-11-25
2014,11,3,51.24,78.00999999999999,58.192857142857136,3.0,5.0,6.0,21.0,13.0,3.0,11.0,2.0,64.0,2014-11-26
2014,11,4,64.0,55.8,56.191428571428574,7.0,3.67,2.3,21.2,9.0,1.0,4.0,3.0,51.17,2014-11-27
2014,11,5,51.17,47.08,55.529999999999994,3.02,1.4,15.0,15.9,12.0,1.0,2.0,1.0,51.32,2014-11-28
2014,11,6,51.32,60.44,56.135714285714286,3.0,2.01,3.3,31.0,16.0,0.0,0.0,5.0,60.31,2014-11-29
2014,11,7,60.31,48.080000000000005,56.11714285714286,5.68,1.33,5.0,22.6,9.0,1.0,0.0,2.0,46.61,2014-11-30
2014,12,1,46.61,66.69999999999999,55.90714285714286,4.34,4.01,0.0,36.4,19.0,0.0,2.0,2.0,67.75,2014-12-01
2014,12,2,67.75,51.24,56.05714285714286,6.99,4.33,3.7,7.8,26.0,0.0,4.0,1.0,53.82,2014-12-02
2014,12,3,53.82,64.0,56.425714285714285,4.0,3.33,5.0,16.6,23.0,2.0,13.0,3.2,70.13000000000001,2014-12-03
2014,12,4,70.13000000000001,51.17,57.30142857142857,3.0,4.34,3.6,28.7,16.0,1.0,1.0,0.0,57.64,2014-12-04
2014,12,5,57.64,51.32,58.22571428571429,2.02,5.68,1.0,28.1,15.0,1.0,1.0,2.2,56.0,2014-12-05
2014,12,6,56.0,60.31,58.89428571428572,3.34,3.68,1.0,12.4,9.0,0.0,7.0,1.0,37.42,2014-12-06
2014,12,7,37.42,46.61,55.62428571428571,5.0,4.911,4.0,45.7,6.0,0.0,12.0,0.0,77.611,2014-12-07
2014,12,1,77.611,67.75,60.053000000000004,1.0,3.33,2.0,20.3,9.0,0.0,0.0,0.0,35.63,2014-12-08
2014,12,2,35.63,53.82,55.46442857142858,1.0,2.34,7.0,27.28,12.0,1.0,0.0,2.0,52.620000000000005,2014-12-09
2014,12,3,52.620000000000005,70.13000000000001,55.293000000000006,3.34,3.0,2.0,51.2,28.0,3.0,6.0,0.0,96.54,2014-12-10
2014,12,4,96.54,57.64,59.06585714285715,2.34,5.33,7.0,16.3,21.0,2.0,0.0,0.0,53.97,2014-12-11
2014,12,5,53.97,56.0,58.54157142857143,6.34,2.34,5.6,41.4,18.0,0.0,2.0,0.0,75.68,2014-12-12
2014,12,6,75.68,37.42,61.353,1.0,3.34,2.4,25.1,11.0,1.0,7.0,0.0,50.84,2014-12-13
2014,12,7,50.84,77.611,63.270142857142865,10.0,2.34,4.4,40.0,10.0,0.0,6.0,1.0,73.74000000000001,2014-12-14
2014,12,1,73.74000000000001,35.63,62.71714285714285,5.34,4.02,7.64,42.2,14.0,1.0,9.0,1.0,84.2,2014-12-15
2014,12,2,84.2,52.620000000000005,69.6557142857143,6.34,1.34,6.2,23.0,23.0,3.0,4.0,1.0,67.88,2014-12-16
2014,12,3,67.88,96.54,71.83571428571429,3.0,3.67,3.5,28.0,17.0,2.0,8.0,0.0,65.17,2014-12-17
2014,12,4,65.17,53.97,67.35428571428572,5.0,3.67,3.0,26.6,9.0,0.0,0.0,0.0,47.27,2014-12-18
2014,12,5,47.27,75.68,66.39714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-19
2014,12,6,0.0,50.84,55.58571428571429,1.0,3.66,2.0,31.3,9.0,0.0,0.0,3.0,49.96,2014-12-20
2014,12,7,49.96,73.74000000000001,55.459999999999994,4.33,4.33,2.0,52.5,6.0,0.0,10.0,1.0,80.16,2014-12-21
2014,12,1,80.16,84.2,56.377142857142864,3.34,4.68,2.284,19.6,43.0,1.0,13.0,4.0,90.904,2014-12-22
2014,12,2,90.904,67.88,57.33485714285714,10.5,3.0,4.6,40.4,13.0,2.0,15.0,0.0,88.5,2014-12-23
2014,12,3,88.5,65.17,60.28057142857143,1.0,3.0,1.0,41.6,16.0,0.0,2.0,2.0,66.6,2014-12-24
2014,12,4,66.6,47.27,60.48485714285714,8.34,2.0,9.5,31.0,16.0,0.0,2.0,2.0,70.84,2014-12-25
2014,12,5,70.84,0.0,63.852,3.33,4.01,3.0,30.7,25.0,1.0,0.0,0.0,67.03999999999999,2014-12-26
2014,12,6,67.03999999999999,49.96,73.42914285714286,7.33,5.34,4.4,39.0,26.0,0.0,9.0,3.0,94.07,2014-12-27
2014,12,7,94.07,80.16,79.73057142857144,2.34,10.76,3.0,80.4,15.0,0.0,13.0,1.0,125.5,2014-12-28
2014,12,1,125.5,90.904,86.20771428571427,2.33,3.66,4.0,40.0,5.0,1.0,2.0,0.0,57.99,2014-12-29
2014,12,2,57.99,88.5,81.50571428571428,9.0,5.63,3.8,51.0,18.0,0.0,5.0,2.0,94.43,2014-12-30
2014,12,3,94.43,66.6,82.35285714285715,5.67,6.33,2.5,41.08,14.0,3.0,10.0,1.0,83.58,2014-12-31
2015,1,4,83.58,70.84,84.77857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-01
2015,1,5,0.0,67.03999999999999,74.65857142857143,6.0,5.33,4.9,50.8,13.0,0.0,6.25,2.0,88.28,2015-01-02
2015,1,6,88.28,94.07,77.69285714285715,9.0,4.67,6.0,57.24,11.0,3.0,0.0,4.0,94.91,2015-01-03
2015,1,7,94.91,125.5,77.81285714285715,4.68,8.92,3.5,60.1,4.0,0.0,2.0,1.0,84.2,2015-01-04
2015,1,1,84.2,57.99,71.91285714285713,2.34,3.32,1.0,33.6,14.0,0.0,16.0,3.0,73.26,2015-01-05
2015,1,2,73.26,94.43,74.0942857142857,3.0,9.37,7.3,42.0,13.0,0.0,3.0,0.0,77.67,2015-01-06
2015,1,3,77.67,83.58,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-07
2015,1,4,0.0,0.0,59.760000000000005,2.0,7.077,1.2,46.4,13.0,1.0,1.0,2.0,73.67699999999999,2015-01-08
2015,1,5,73.67699999999999,88.28,70.28528571428572,3.0,4.34,9.4,36.2,33.0,2.0,7.0,2.0,96.94,2015-01-09
2015,1,6,96.94,94.91,71.52242857142856,6.0,5.864,7.0,32.6,14.0,3.0,1.0,1.0,70.464,2015-01-10
2015,1,7,70.464,84.2,68.03014285714286,3.0,7.34,7.0,43.6,11.0,1.0,11.0,2.0,85.94,2015-01-11
2015,1,1,85.94,73.26,68.27871428571429,2.33,3.34,7.5,36.6,18.0,0.0,6.0,1.0,74.77000000000001,2015-01-12
2015,1,2,74.77000000000001,77.67,68.49442857142857,10.34,4.66,10.0,34.0,14.0,2.0,4.0,2.0,81.0,2015-01-13
2015,1,3,81.0,0.0,68.97014285714286,3.0,3.34,5.0,23.0,20.0,0.0,1.0,0.0,55.34,2015-01-14
2015,1,4,55.34,73.67699999999999,76.87585714285716,6.67,3.0,1.0,55.25,13.0,0.0,15.0,2.0,95.92,2015-01-15
2015,1,5,95.92,96.94,80.05342857142857,6.33,5.99,3.8,43.0,16.0,2.0,6.0,2.0,85.12,2015-01-16
2015,1,6,85.12,70.464,78.36485714285713,6.68,5.68,7.0,19.2,18.0,0.0,0.0,0.0,56.56,2015-01-17
2015,1,7,56.56,85.94,76.37857142857142,4.0,4.34,4.5,20.4,16.0,0.0,0.0,2.0,51.24,2015-01-18
2015,1,1,51.24,74.77000000000001,71.42142857142858,5.34,2.68,1.1,32.0,12.0,0.0,20.0,2.0,75.12,2015-01-19
2015,1,2,75.12,81.0,71.47142857142858,4.34,0.33,6.0,38.0,24.0,1.0,4.0,1.0,78.67,2015-01-20
2015,1,3,78.67,55.34,71.13857142857144,4.0,1.0,2.0,37.45,17.0,1.0,0.0,1.0,63.45,2015-01-21
2015,1,4,63.45,95.92,72.29714285714286,4.0,1.34,4.0,21.4,19.0,0.0,0.0,1.0,50.74,2015-01-22
2015,1,5,50.74,85.12,65.84285714285714,3.67,4.728,8.0,30.0,14.0,0.0,7.0,2.0,69.398,2015-01-23
2015,1,6,69.398,56.56,63.59685714285714,4.34,3.33,9.2,49.7,31.0,0.0,22.0,1.0,120.57,2015-01-24
2015,1,7,120.57,51.24,72.74114285714286,4.0,1.13,1.9,38.0,11.0,1.0,5.0,0.0,62.03,2015-01-25
2015,1,1,62.03,75.12,74.28257142857142,8.5,4.67,4.0,34.4,15.0,0.0,13.0,0.0,79.57,2015-01-26
2015,1,2,79.57,78.67,74.91828571428572,2.67,6.33,1.0,20.0,14.0,0.0,0.0,0.0,44.0,2015-01-27
2015,1,3,44.0,63.45,69.96542857142857,3.0,5.34,3.0,32.0,18.0,3.0,5.0,3.0,72.34,2015-01-28
2015,1,4,72.34,50.74,71.23542857142857,4.34,5.71,8.7,24.4,16.0,3.0,11.0,3.0,76.15,2015-01-29
2015,1,5,76.15,69.398,74.86542857142857,1.0,1.068,1.0,20.5,19.0,1.0,0.0,0.0,43.568,2015-01-30
2015,1,6,43.568,120.57,71.17542857142857,8.34,6.112,5.0,32.4,12.0,0.0,11.0,2.0,76.852,2015-01-31
2015,2,7,76.852,62.03,64.92999999999999,4.34,7.35,7.0,35.6,7.0,1.0,0.0,1.0,63.29,2015-02-01
2015,2,1,63.29,79.57,65.11,6.0,4.0,5.1,20.9,14.0,0.0,3.0,2.0,55.0,2015-02-02
2015,2,2,55.0,44.0,61.60000000000001,3.33,3.0,6.2,24.2,18.0,0.0,6.0,5.0,65.73,2015-02-03
2015,2,3,65.73,72.34,64.70428571428572,2.34,2.67,2.4,38.8,6.0,0.0,12.0,0.0,64.21,2015-02-04
2015,2,4,64.21,76.15,63.542857142857144,2.0,5.57,3.0,24.85,12.0,0.0,2.0,1.0,50.42,2015-02-05
2015,2,5,50.42,43.568,59.867142857142845,3.33,3.33,7.3,23.0,7.0,1.0,13.0,1.0,58.96,2015-02-06
2015,2,6,58.96,76.852,62.065999999999995,2.0,5.0,1.9,33.6,9.0,0.0,0.0,2.0,53.5,2015-02-07
2015,2,7,53.5,63.29,58.730000000000004,1.34,7.759,5.7,29.9,8.0,0.0,0.0,0.0,52.699,2015-02-08
2015,2,1,52.699,55.0,57.217,3.33,3.54,9.6,20.7,8.0,1.0,0.0,1.0,47.17,2015-02-09
2015,2,2,47.17,65.73,56.09842857142856,3.66,8.67,7.0,33.0,11.0,0.0,6.0,3.0,72.33,2015-02-10
2015,2,3,72.33,64.21,57.04128571428571,3.0,5.14,3.6,48.5,16.0,0.0,20.0,2.0,98.24,2015-02-11
2015,2,4,98.24,50.42,61.90271428571428,3.0,4.0,6.0,23.82,11.0,1.0,5.0,0.0,53.82,2015-02-12
2015,2,5,53.82,58.96,62.38842857142857,6.01,4.23,7.0,29.6,11.0,1.0,22.0,1.0,81.84,2015-02-13
2015,2,6,81.84,53.5,65.657,4.33,1.736,6.7,29.2,13.0,1.0,5.0,4.0,64.96600000000001,2015-02-14
2015,2,7,64.96600000000001,52.699,67.295,11.68,2.33,4.3,38.0,7.0,0.0,7.0,2.0,72.31,2015-02-15
2015,2,1,72.31,47.17,70.09657142857142,3.01,3.75,4.0,40.1,4.0,0.0,10.0,0.0,64.86,2015-02-16
2015,2,2,64.86,72.33,72.62371428571429,5.33,8.693,4.0,36.2,3.0,0.0,6.0,1.0,64.223,2015-02-17
2015,2,3,64.223,98.24,71.46557142857144,1.0,2.66,1.33,36.212,4.0,0.0,11.0,0.0,56.202000000000005,2015-02-18
2015,2,4,56.202000000000005,53.82,65.46014285714287,2.0,3.332,4.0,36.7,2.0,2.0,6.0,3.0,59.032,2015-02-19
2015,2,5,59.032,81.84,66.20471428571429,5.33,4.66,0.5,27.0,5.0,0.0,25.0,6.0,73.49000000000001,2015-02-20
2015,2,6,73.49000000000001,64.96600000000001,65.01185714285715,3.0,5.347,4.8,57.0,9.0,0.0,0.0,3.0,82.147,2015-02-21
2015,2,7,82.147,72.31,67.46628571428572,2.0,4.34,2.0,50.6,7.0,0.0,11.0,1.0,77.94,2015-02-22
2015,2,1,77.94,64.86,68.27057142857143,5.0,3.16,7.5,55.4,9.0,0.0,20.0,0.0,100.06,2015-02-23
2015,2,2,100.06,64.223,73.29914285714287,3.68,3.34,6.2,22.07,11.0,0.0,11.0,2.0,59.29,2015-02-24
2015,2,3,59.29,56.202000000000005,72.59442857142858,7.0,6.33,6.1,24.0,8.0,0.0,2.0,2.0,55.43,2015-02-25
2015,2,4,55.43,59.032,72.48414285714286,6.0,2.0,2.0,36.7,13.0,0.0,1.0,1.0,61.7,2015-02-26
2015,2,5,61.7,73.49000000000001,72.86528571428572,6.33,4.473,5.0,51.0,1.0,1.0,0.0,0.0,68.803,2015-02-27
2015,2,6,68.803,82.147,72.19571428571429,6.34,3.33,1.6,26.6,9.0,0.0,4.0,3.0,53.870000000000005,2015-02-28
2015,3,7,53.870000000000005,77.94,68.15614285714285,9.0,7.893,2.7,25.9,3.0,4.0,0.0,4.0,56.493,2015-03-01
2015,3,1,56.493,100.06,65.09228571428572,6.67,4.68,3.5,40.7,6.0,1.0,2.0,3.0,67.55000000000001,2015-03-02
2015,3,2,67.55000000000001,59.29,60.448,8.0,6.03,4.5,45.6,14.0,0.0,1.0,4.0,83.13,2015-03-03
2015,3,3,83.13,55.43,63.85371428571428,9.68,5.67,3.3,46.85,4.0,0.0,11.0,1.0,81.5,2015-03-04
2015,3,4,81.5,61.7,67.578,6.0,2.33,3.0,35.0,2.0,0.0,0.0,0.0,48.33,2015-03-05
2015,3,5,48.33,68.803,65.66799999999999,2.0,2.67,6.0,19.8,4.0,0.0,1.0,1.0,36.47,2015-03-06
2015,3,6,36.47,53.870000000000005,61.049,3.33,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.33,2015-03-07
2015,3,7,7.33,56.493,54.40042857142857,6.0,3.397,2.4,55.4,9.0,0.0,2.0,1.0,79.197,2015-03-08
2015,3,1,79.197,67.55000000000001,57.643857142857144,2.0,3.0,5.0,32.7,10.0,0.0,1.0,1.0,54.7,2015-03-09
2015,3,2,54.7,83.13,55.808142857142855,1.34,3.66,5.0,40.4,6.0,0.0,6.0,3.0,65.4,2015-03-10
2015,3,3,65.4,81.5,53.275285714285715,11.0,5.0,3.2,32.0,9.0,0.0,4.0,0.0,64.2,2015-03-11
2015,3,4,64.2,48.33,50.80385714285715,2.68,6.387,6.1,19.0,5.0,0.0,2.0,3.0,44.167,2015-03-12
2015,3,5,44.167,36.47,50.209142857142865,4.0,3.33,6.7,63.4,11.0,2.0,1.0,0.0,91.43,2015-03-13
2015,3,6,91.43,7.33,58.06057142857143,2.66,4.33,4.0,39.1,9.0,0.0,9.0,3.0,71.09,2015-03-14
2015,3,7,71.09,79.197,67.16914285714286,3.34,4.16,3.0,41.0,3.0,0.0,12.0,3.0,69.5,2015-03-15
2015,3,1,69.5,54.7,65.78385714285714,8.0,3.01,4.9,46.8,8.0,0.0,0.0,1.0,71.71,2015-03-16
2015,3,2,71.71,65.4,68.21385714285715,5.0,3.0,4.6,28.8,9.0,1.0,2.0,0.0,53.4,2015-03-17
2015,3,3,53.4,64.2,66.49957142857143,7.33,2.0,5.3,24.4,5.0,0.0,20.0,2.0,66.03,2015-03-18
2015,3,4,66.03,44.167,66.761,2.0,2.33,1.5,31.0,7.0,0.0,15.0,0.0,58.83,2015-03-19
2015,3,5,58.83,91.43,68.85571428571428,1.0,7.0,3.0,38.6,13.0,1.0,5.0,1.0,69.6,2015-03-20
2015,3,6,69.6,71.09,65.73714285714286,10.33,3.34,3.0,41.6,4.0,0.0,6.0,2.0,70.27000000000001,2015-03-21
2015,3,7,70.27000000000001,69.5,65.61999999999999,8.34,6.67,2.0,43.2,9.0,0.0,10.0,0.0,79.21000000000001,2015-03-22
2015,3,1,79.21000000000001,71.71,67.00714285714285,2.0,4.34,7.0,28.0,5.0,0.0,0.0,2.0,48.34,2015-03-23
2015,3,2,48.34,53.4,63.66857142857143,4.0,5.472,5.2,22.4,8.0,2.0,9.0,4.0,60.072,2015-03-24
2015,3,3,60.072,66.03,64.62171428571428,3.68,8.66,6.4,17.6,10.0,2.0,13.0,1.0,62.34,2015-03-25
2015,3,4,62.34,58.83,64.09457142857143,5.0,1.747,3.0,51.4,10.0,0.0,6.0,5.0,82.14699999999999,2015-03-26
2015,3,5,82.14699999999999,69.6,67.42557142857143,3.0,2.67,2.0,27.0,3.0,0.0,22.0,1.0,60.67,2015-03-27
2015,3,6,60.67,70.27000000000001,66.14985714285714,1.33,3.056,3.0,50.5,6.0,0.0,0.0,2.0,65.886,2015-03-28
2015,3,7,65.886,79.21000000000001,65.52357142857143,6.0,5.727,2.3,35.5,7.0,0.0,8.0,2.0,66.527,2015-03-29
2015,3,1,66.527,48.34,63.71171428571428,6.33,4.827,10.0,25.7,4.0,0.0,0.0,0.0,50.857,2015-03-30
2015,3,2,50.857,60.072,64.07128571428572,5.0,2.0,11.2,33.5,5.0,0.0,2.0,4.0,62.7,2015-03-31
2015,4,3,62.7,62.34,64.4467142857143,6.34,1.33,1.0,24.8,7.0,2.0,5.0,1.0,48.47,2015-04-01
2015,4,4,48.47,82.14699999999999,62.465285714285706,5.0,3.99,5.4,35.07,3.0,0.0,3.0,5.0,60.46,2015-04-02
2015,4,5,60.46,60.67,59.36714285714286,5.33,2.32,4.0,34.2,12.0,0.0,0.0,4.0,61.85,2015-04-03
2015,4,6,61.85,65.886,59.535714285714285,3.67,4.33,6.0,43.0,7.0,1.0,5.0,6.0,76.0,2015-04-04
2015,4,7,76.0,66.527,60.98057142857143,3.34,5.01,4.5,31.6,4.0,0.0,0.0,1.0,49.45,2015-04-05
2015,4,1,49.45,50.857,58.541000000000004,7.33,3.33,5.3,32.9,4.0,0.0,3.0,2.0,57.86,2015-04-06
2015,4,2,57.86,62.7,59.54142857142857,6.0,3.66,6.7,25.0,8.0,0.0,8.0,1.0,58.36,2015-04-07
