,importance
N02BE,60.18581855283814
N05B,13.27007309660559
R03,12.153888139606236
M01AB,4.331624152223494
N02BA,3.911215768278
M01AE,2.9889124068217416
R06,1.8337106316094018
N05C,0.5806153608181738
roll7,0.4754837873464238
lag_1,0.15019455016379551
Weekday,0.05167630525524229
Month,0.04078120680339229
lag_7,0.026006041630362787
Year,0.0
